,ID,drugName,condition,patientreview,rating,reviewdate,Useful,Manual_Sentiment,review_cleaned,reviewchars,reviewchars_clean,reviewwords,reviewwords_clean,reviewsentence,reviewsentence_clean,emotions,NRCsent
134057,37175,Vyvanse,Binge Eating Disorde,"""I have always struggled with compulsive eating, and have yo-yo-ed up and down my whole life. I was a relatively normal weight when I was prescribed Vyvanse, not for binge-eating disorder, but ADHD. I felt AMAZING. I had incredible focus, tons of energy, and best of all, no appetite. For the first time in my life, I never thought about food and lost 30lbs plus. But it wore off earlier and earlier, so I was given bigger doses. Then the mania started. No sleep, my mind whirling all day, my behavior manic and crazy. I came off, and immediately gained 60lbs, turned into a zombie. The pharmaceutical stress this drug put on my body brought on tons of illnesses that are chronic and i now live with 6 years later. NOT WORTH IT. Disaster drug.""",2.0,2016-12-06,24,-1.0,struggle compulsive eating yoyoe life relatively normal weight prescribe vyvanse bingeeate disorder adhd feel amazing incredible focus ton energy good appetite time life think food lose lbs plus wear early early give big dose mania start sleep mind whirl day behavior manic crazy come immediately gain lbs turn zombie pharmaceutical stress drug body bring ton illness chronic live year later worth disaster drug,744,411,161,63,12,1,"{'fear': 0.11864406779661017, 'anger': 0.06779661016949153, 'anticip': 0.0, 'trust': 0.06779661016949153, 'surprise': 0.06779661016949153, 'positive': 0.13559322033898305, 'negative': 0.2033898305084746, 'sadness': 0.11864406779661017, 'disgust': 0.05084745762711865, 'joy': 0.06779661016949153, 'anticipation': 0.1016949152542373}",negative
134130,19169,Pregabalin,Neuropathic Pain,"""Initial euphoric effects wore off so dosage was increased. Was told would treat nerve pain and  later told good for anxiety. My anxiety got worse on med as when it was due or late I was ill, it has addictive qualities I do not like.  My health took a nose dive on this and I had to come off due to blurred vision, weight gain, blocked bowel.  My Doctor advised decreasing of 75mg a week.  My first drop was hell completely threw me into panic as I felt so ill, no one explained withdrawal when I saw medics in a state no one comforted me saying it could be the reduction too high/quick for me, after all in hindsight if I felt unwell late taking one dose then dropping 75mg wouldn&#039;t be helpful quickly, lower doses not easy to get as more costly to NHS etc""",1.0,2017-03-24,17,-1.0,initial euphoric effect wear dosage increase tell treat nerve pain later tell good anxiety anxiety get bad med late ill addictive quality like health take nose dive come blurred vision weight gain block bowel doctor advise decrease mg week drop hell completely throw panic feel ill explain withdrawal see medic state comfort say reduction highquick hindsight feel unwell late take dose drop mg not helpful quickly low dose easy costly nhs etc,763,442,164,72,6,1,"{'fear': 0.10989010989010989, 'anger': 0.07692307692307693, 'anticip': 0.0, 'trust': 0.0989010989010989, 'surprise': 0.03296703296703297, 'positive': 0.14285714285714285, 'negative': 0.17582417582417584, 'sadness': 0.13186813186813187, 'disgust': 0.07692307692307693, 'joy': 0.06593406593406594, 'anticipation': 0.08791208791208792}",negative
134157,71234,Lysteda,Menorrhagia,"""I have only been taking this medication for 3 days but I can tell the difference already. After having a tubes tied I started experience even heavier periods than I did before. I&#039;ve always had heavy periods but they got worse after my tubes were tied, I would wear tampons and overnight pads. Last night was the first night in over a year and a half that I did not wear a pad to sleep and it was marvelous especially since j hate pads anyway. Keep you up dated with progress like I said this is just day 3.""",9.0,2016-10-11,35,1.0,take medication day tell difference have tube tie start experience heavy period ve heavy period get bad tube tie wear tampon overnight pad night night year half wear pad sleep marvelous especially j hate pad date progress like say day,513,234,112,40,5,1,"{'fear': 0.08695652173913043, 'anger': 0.08695652173913043, 'anticip': 0.0, 'trust': 0.08695652173913043, 'surprise': 0.0, 'positive': 0.21739130434782608, 'negative': 0.17391304347826086, 'sadness': 0.08695652173913043, 'disgust': 0.08695652173913043, 'joy': 0.08695652173913043, 'anticipation': 0.08695652173913043}",positive
134185,12632,Cyclosporine,Keratoconjunctivitis Sicca,"""One of the things that I&#039;m reading here is that people use Restasis and Steroids together. You can&#039;t use Restasis at the same time use Steroids that is a big mistakes your eyes are going to get worse. Using Restasis for 4 months and I feel great.""",10.0,2015-08-30,29,1.0,thing m read people use restasis steroid not use restasis time use steroid big mistake eye go bad restasis month feel great,258,123,62,22,3,1,"{'fear': 0.125, 'anger': 0.125, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.125, 'joy': 0.0, 'anticipation': 0.125}",negative
134206,25479,Finasteride,Androgenetic Alopecia,"""I&#039;ve used it for roughly 1.5 yrs now and it seems to be still working; of course there&#039;s the whole placebo effect, but this stuff is decent. Worst thing about it is it costs a lot, $2/pill. Make sure you don&#039;t miss too many doses or it will take a while to start working again (takes a month in the beginning). I haven&#039;t noticed any side-effects that I could link to this drug. Hope this helps.""",9.0,2009-10-06,36,1.0,ve roughly yr work course s placebo effect stuff decent bad thing cost lot pill sure not miss dose start work take month beginning not notice sideeffect link drug hope help,416,172,109,31,5,1,"{'fear': 0.07142857142857142, 'anger': 0.07142857142857142, 'anticip': 0.0, 'trust': 0.14285714285714285, 'surprise': 0.07142857142857142, 'positive': 0.21428571428571427, 'negative': 0.07142857142857142, 'sadness': 0.07142857142857142, 'disgust': 0.07142857142857142, 'joy': 0.07142857142857142, 'anticipation': 0.14285714285714285}",positive
134214,126989,Metoclopramide,Gastroparesis,"""Reglan is the worst medication that I have ever taken. I became mentally unstable a few days after taking it for Gastroparesis. It relieved my nausea somewhat, but at the worst point dealt with suicidal ideation. I have many friends who also have dealt with similar things. Absolutely not worth it, go with a diet modification for relief instead.""",1.0,2016-11-25,4,-1.0,reglan bad medication take mentally unstable day take gastroparesis relieve nausea somewhat bad point deal suicidal ideation friend deal similar thing absolutely worth diet modification relief instead,348,200,68,27,5,1,"{'fear': 0.11428571428571428, 'anger': 0.08571428571428572, 'anticip': 0.0, 'trust': 0.08571428571428572, 'surprise': 0.08571428571428572, 'positive': 0.14285714285714285, 'negative': 0.14285714285714285, 'sadness': 0.08571428571428572, 'disgust': 0.11428571428571428, 'joy': 0.08571428571428572, 'anticipation': 0.05714285714285714}",positive
134241,223932,Nexavar,Hepatocellular Carcinoma,"""I have been using Nexavar for Hepatocellular Carcinoma for nearly a year, I did develop a skin rash but nothing too distressing. I had slight hair loss and thinning but its starting to grow back. I also developed mild colitis but have found Omeprazole helps really well. I also have insomnia but my doctor prescribed sleeping tablets which I use occasionally. Apart from occasional tumor pain I feel great, and I am on the maximum dose. The tumor has shrunk considerably and is now stable, my blood tests are normal.""",10.0,2012-10-10,62,1.0,nexavar hepatocellular carcinoma nearly year develop skin rash distress slight hair loss thinning starting grow develop mild colitis find omeprazole help insomnia doctor prescribe sleep tablet use occasionally apart occasional tumor pain feel great maximum dose tumor shrink considerably stable blood test normal,518,312,101,43,6,1,"{'fear': 0.1794871794871795, 'anger': 0.05128205128205128, 'anticip': 0.0, 'trust': 0.07692307692307693, 'surprise': 0.05128205128205128, 'positive': 0.15384615384615385, 'negative': 0.20512820512820512, 'sadness': 0.1282051282051282, 'disgust': 0.05128205128205128, 'joy': 0.02564102564102564, 'anticipation': 0.07692307692307693}",negative
134259,171125,Methylnaltrexone,"Constipation, Drug Induced","""I am 64 yrs old  I&#039;ve suffered from constipation my entire life and have been on opiates for many years due to colo-rectal cancer treatments/surgeries. I&#039;ve been using Relistor for 2 weeks and I have a bowel movement within 5 minutes. For me, I have 3-4 more within the following couple of hours. It has been a miracle for me. Life changing.""",10.0,2012-08-09,33,1.0,yrs old ve suffer constipation entire life opiate year colorectal cancer treatmentssurgerie ve relistor week bowel movement minute follow couple hour miracle life change,353,169,80,24,5,1,"{'fear': 0.13333333333333333, 'anger': 0.06666666666666667, 'anticip': 0.0, 'trust': 0.06666666666666667, 'surprise': 0.06666666666666667, 'positive': 0.06666666666666667, 'negative': 0.26666666666666666, 'sadness': 0.06666666666666667, 'disgust': 0.13333333333333333, 'joy': 0.06666666666666667, 'anticipation': 0.06666666666666667}",negative
134322,19390,Pregabalin,Neuropathic Pain,"""I went from 800 mg of Neurontin a day, with its zombie-like side effects, to 100 mg of Lyrica with no side effects and more effective that Neurontin.""",9.0,2015-05-30,45,1.0,go mg neurontin day zombielike effect mg lyrica effect effective neurontin,151,74,33,11,1,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",trust
134338,127092,Metoclopramide,Gastroparesis,"""After weeks of debating (and severe stomach pain/constipation/nausea caused by a mild case of gastroparesis), I finally decided to take Reglan. I was scared like the rest of you. But guess what? I&#039;m still here and it&#039;s been about two weeks. It has helped me IMMENSELY. I&#039;m pushing 29, so maybe I&#039;m still in the &quot;safe zone.&quot; I know there is a threat to older women, but if I had not taken Reglan, I&#039;d still be the vegetable that I was, living off of noodles and potatoes. Thankfully, I have very close friends and family in the medical field and they assured me that the chances of the terrible side effects weren&#039;t as high as they may seem on the internet. It is a medicine prescribed daily and many people are pleased. (5mg 3x daily) Good luck!!""",9.0,2011-02-16,102,1.0,week debate severe stomach painconstipationnausea cause mild case gastroparesis finally decide reglan scared like rest guess m week help immensely m push maybe m quotsafe zonequot know threat old woman take reglan d vegetable live noodle potato thankfully close friend family medical field assure chance terrible effect not high internet medicine prescribe daily people pleased mg x daily good luck,788,398,195,60,9,1,"{'fear': 0.09302325581395349, 'anger': 0.046511627906976744, 'anticip': 0.0, 'trust': 0.11627906976744186, 'surprise': 0.11627906976744186, 'positive': 0.18604651162790697, 'negative': 0.06976744186046512, 'sadness': 0.046511627906976744, 'disgust': 0.06976744186046512, 'joy': 0.11627906976744186, 'anticipation': 0.13953488372093023}",positive
134340,214942,Human papillomavirus vaccine,Human Papillomavirus Prophylaxis,"""I got the shot, the second one hurt the most. The pain in my arm only lasted maybe 2 hours at the most. When I got the last shot the nurse injected it into the joint of my shoulder, which hurt for a lot longer but that was the nurses fault, not the Gardasil. I had no side effects. I believe getting the vaccination was a smart thing to do and was worth it.""",8.0,2009-06-09,5,1.0,get shot second hurt pain arm last maybe hour get shot nurse inject joint shoulder hurt lot long nurse fault gardasil effect believe get vaccination smart thing worth,359,166,84,28,5,1,"{'fear': 0.16129032258064516, 'anger': 0.12903225806451613, 'anticip': 0.0, 'trust': 0.0967741935483871, 'surprise': 0.06451612903225806, 'positive': 0.12903225806451613, 'negative': 0.1935483870967742, 'sadness': 0.1935483870967742, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.03225806451612903}",negative
